"DATA_YEAR","VICTIM_ID","OFFENSE_ID"
2020,148387913,162511277
2020,148387947,162506597
2020,148387966,162506514
2020,148383169,162506693
2020,148383168,162506693
2020,148388193,162506767
2020,148383355,162511785
2020,148388363,162506910
2020,148383687,162507253
2020,148388852,162512308
2020,148388852,162512309
2020,148383765,162507341
2020,148388941,162507388
2020,148383925,162507525
2020,148383988,162512629
2020,148389104,162507465
2020,148389196,162507570
2020,148384048,162512718
2020,148384100,162507705
2020,138291789,152397999
2020,138291789,152397995
2020,138300814,152407303
2020,148416331,162541589
2020,148412781,162546770
2020,148412893,162546918
2020,148416332,162541589
2020,148412171,162540944
2020,148418021,162547057
2020,148416339,162540879
2020,148412254,162541782
2020,148412256,162541078
2020,148412256,162541787
2020,148416668,162541084
2020,148416688,162541865
2020,148412348,162541872
2020,148412360,162546229
2020,148416776,162546293
2020,148416908,162542053
2020,148412488,162546407
2020,148416884,162542029
2020,148412486,162546407
2020,148416964,162546515
2020,148416964,162542104
2020,148418021,162542543
2020,148412596,162542138
2020,148417010,162542148
2020,148417010,162546536
2020,148417083,162542190
2020,148417083,162542191
2020,148412749,162542311
2020,148417513,162547065
2020,138933470,153016738
2020,138933470,153016739
2020,148417521,162542613
2020,148418059,162547107
2020,148418067,162542655
2020,148417753,162547302
2020,148418237,162542816
2020,148418260,162547392
2020,148417876,162542871
2020,148418295,162542871
2020,148418291,162542871
2020,148418281,162542871
2020,148417875,162542871
2020,148418294,162542871
2020,148418281,162542870
2020,148418282,162542871
2020,148417882,162542871
2020,148422972,162542939
2020,148422996,162547546
2020,148418400,162547572
2020,148418428,162547601
2020,148423045,162547606
2020,148423214,162543176
2020,148423219,162543181
2020,148418798,162543361
2020,148423456,162548061
2020,148418843,162543404
2020,148418847,162548150
2020,148418852,162548154
2020,148418859,162543422
2020,148423579,162548194
2020,148418901,162548208
2020,148419004,162543571
2020,148419087,162543643
2020,148423793,162548419
2020,148423991,162543833
2020,148424016,162548635
2020,148424034,162548651
2020,148424034,162543871
2020,148424034,162543869
2020,148419325,162548726
2020,148424133,162543943
2020,148419358,162543953
2020,148419362,162543949
2020,148419382,162543976
2020,148424177,162548795
2020,148419448,162548861
2020,148419504,162544099
2020,148419518,162544112
2020,148424438,162544154
2020,148419659,162549159
2020,148424571,162549200
2020,140018086,154111442
2020,139901899,153994855
2020,148416799,162546316
2020,148412424,162541959
2020,148417040,162546562
2020,148417082,162546632
2020,148417082,162546631
2020,148417087,162546632
2020,148417087,162546631
2020,148417212,162542334
2020,148417212,162542335
2020,148417231,162546719
2020,148417235,162546781
2020,148417284,162542393
2020,148417322,162542429
2020,148417914,162542503
2020,148417984,162542563
2020,148417470,162546973
2020,148417997,162542481
2020,148417553,162547094
2020,148418068,162542537
2020,148418095,162547160
2020,148417596,162547161
2020,148417618,162542673
2020,148418124,162547182
2020,148417764,162542782
2020,148418232,162547374
2020,148422931,162547492
2020,148418367,162547540
2020,148418615,162547800
2020,148423251,162547823
2020,148418664,162543233
2020,148418677,162547882
2020,148418676,162547882
2020,148423370,162547970
2020,148418792,162543359
2020,148423483,162548092
2020,148423509,162548128
2020,148418844,162543406
2020,148418878,162548190
2020,148423608,162548220
2020,148418923,162543482
2020,148423635,162548239
2020,148423635,162548240
2020,148423729,162543590
2020,148423729,162548343
2020,148423771,162548395
2020,148419070,162548395
2020,148419095,162548431
2020,148419099,162543677
2020,148423814,162548437
2020,148423828,162548450
2020,148419156,162548505
2020,148423936,162548553
2020,148419249,162543844
2020,148424022,162548646
2020,148424140,162548757
2020,148424162,162543961
2020,148419379,162548767
2020,148424155,162548765
2020,148424219,162548828
2020,148419449,162544045
2020,148419450,162544044
2020,148424272,162548880
2020,148424355,162548967
2020,148424382,162544111
2020,148424405,162544135
2020,148419565,162544163
2020,148424454,162544173
2020,148424455,162549077
2020,148424454,162549078
2020,148424454,162549075
2020,148419621,162549105
2020,148424515,162549136
2020,148419662,162549166
2020,148424578,162549208
2020,148419851,162549414
2020,148419869,162544448
2020,148419869,162549441
2020,148419886,162544464
2020,148424859,162549515
2020,148424905,162549558
2020,148424905,162544547
2020,148424942,162549605
2020,148424945,162549606
2020,148424979,162544611
2020,148425005,162544632
2020,148420071,162549690
2020,148420173,162544756
2020,148420173,162549804
2020,148420194,162549842
2020,148420245,162549925
2020,148420298,162544884
2020,148425360,162544934
2020,148420363,162544971
2020,148425418,162550077
2020,148420390,162550099
2020,148425461,162545033
2020,148420434,162545048
2020,148420472,162545084
2020,148420472,162545086
2020,148420493,162550213
2020,148420550,162545171
2020,148420581,162550307
2020,148425710,162545266
2020,148425781,162550413
2020,148425905,162550561
2020,148420780,162550576
2020,148420786,162545433
2020,148425960,162550629
2020,148420841,162545480
2020,139723356,153811608
2020,148388728,162507227
2020,148388742,162507223
2020,148383756,162507334
2020,148388867,162507319
2020,148388975,162512438
2020,148383922,162512504
2020,148383959,162512589
2020,148389160,162507577
2020,148384033,162512698
2020,148384526,162513420
2020,148389484,162507821
2020,148384511,162508115
2020,148384526,162513418
2020,148384526,162513419
2020,148389903,162513443
2020,148384547,162513443
2020,148389948,162513480
2020,148389948,162508195
2020,148384564,162508157
2020,148384609,162513405
2020,148384609,162508215
2020,148389999,162508246
2020,148384664,162508218
2020,148390035,162513586
2020,148390104,162513651
2020,148390104,162513650
2020,148390184,162508404
2020,148390224,162508436
2020,148390226,162508440
2020,148384815,162513776
2020,148384814,162513779
2020,148384830,162508476
2020,148384852,162513854
2020,148384884,162508539
2020,148390345,162508539
2020,148390483,162514016
2020,148385126,162508648
2020,148385127,162508648
2020,148390686,162514259
2020,148390886,162508918
2020,148385339,162508933
2020,148385339,162514467
2020,148391002,162509020
2020,148385396,162514625
2020,148385417,162509075
2020,148385463,162509130
2020,148385463,162509129
2020,148391199,162509207
2020,148385851,162509483
2020,139901922,153994883
2020,148385852,162509524
2020,148385852,162515247
2020,148385907,162509586
2020,148391679,162509587
2020,148391788,162515438
2020,148391786,162515438
2020,148385985,162515438
2020,148386009,162509689
2020,148386041,162515534
2020,148386108,162509810
2020,148386172,162509864
2020,148386214,162515767
2020,148392269,162510032
2020,148392322,162516002
2020,148386439,162510136
2020,148392388,162516080
2020,148386485,162516126
2020,148386485,162510174
2020,148386485,162510179
2020,148386525,162510187
2020,148386526,162516139
2020,148386526,162510187
2020,148386527,162510223
2020,148386660,162510345
2020,148386661,162510345
2020,148386699,162510399
2020,148386733,162516458
2020,148386732,162510426
2020,148386733,162516459
2020,138289891,152395971
2020,138289915,152396007
2020,148370328,162490390
2020,148367104,162490393
2020,148367117,162493503
2020,148367164,162490454
2020,148370427,162490445
2020,148370442,162493618
2020,148370425,162490324
2020,148367237,162490542
2020,148370688,162490673
2020,148370727,162490704
2020,148367436,162493926
2020,148370925,162494111
2020,148370944,162490853
2020,148367582,162494143
2020,148367582,162494144
2020,148370998,162490903
2020,148367678,162490992
2020,148371098,162490992
2020,148371100,162494288
2020,148371263,162491138
2020,148372976,162494656
2020,148371496,162494684
2020,148371523,162496334
2020,148371671,162496441
2020,148371854,162495043
2020,148373347,162496675
2020,148373409,162495232
2020,148373479,162496817
2020,148373571,162495462
2020,148373584,162495479
2020,148373599,162495498
2020,148373734,162497097
2020,148373850,162497210
2020,148373989,162497375
2020,148373989,162497372
2020,148372898,162495978
2020,148374010,162497363
2020,148372899,162496019
2020,148374026,162496007
2020,148374047,162496051
2020,148374065,162497440
2020,148374065,162497438
2020,148374065,162497439
2020,148378025,162497470
2020,148378027,162496156
2020,148374132,162496165
2020,148374176,162497543
2020,138292907,152399071
2020,138292907,152399069
2020,148374222,162497608
2020,148374328,162501452
2020,148374332,162501457
2020,148378322,162501481
2020,148378398,162501508
2020,148374372,162501508
2020,148374404,162501517
2020,148374458,162501628
2020,148378473,162501647
2020,148378519,162497896
2020,148378568,162501755
2020,148374604,162501798
2020,148374661,162498015
2020,148374692,162498047
2020,148374692,162498045
2020,148378703,162498051
2020,148374748,162502011
2020,148378967,162498264
2020,148378967,162498265
2020,148375003,162498356
2020,148375019,162502336
2020,148379333,162498634
2020,148379332,162502636
